dataset,owner,claim,publisher,url,needs_permalink,reason,http_status
"brandFlags.v2","Russell Stover Chocolates (Lindt sub-brand)","child_labour (direct)","Swiss TV Rundschau (SRF)","https://www.srf.ch/news/schweiz/lindt-spruengli-in-schweizer-schoggi-steckt-kinderarbeit","no","","200"
"brandFlags.v2","The Coca-Cola Company","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","The Coca-Cola Company","child_labour (supply_chain_inference)","Human Rights Watch","https://www.hrw.org/report/2004/06/09/turning-blind-eye/hazardous-child-labor-el-salvadors-sugarcane-cultivation","no","","200"
"brandFlags.v2","The Coca-Cola Company","child_labour (supply_chain_inference)","NYT / The Fuller Project","https://www.nytimes.com/2021/02/14/world/asia/india-sugar-eli-lilly.html","no","","403"
"brandFlags.v2","PepsiCo, Inc.","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","PepsiCo, Inc.","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","PepsiCo, Inc.","child_labour (supply_chain_inference)","NYT / The Fuller Project","https://www.nytimes.com/2021/02/14/world/asia/india-sugar-eli-lilly.html","no","","403"
"brandFlags.v2","PepsiCo, Inc.","child_labour (supply_chain_inference)","Rainforest Action Network","https://www.ran.org/sf20scorecard/","no","","200"
"brandFlags.v2","Starbucks Corporation","child_labour (direct)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Starbucks Corporation","child_labour (direct)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/starbucks/","no","","200"
"brandFlags.v2","Starbucks Corporation","child_labour (direct)","Channel 4","https://www.channel4.com/press/news/dispatches-starbucks-and-nespresso-truth-about-your-coffee","no","","200"
"brandFlags.v2","Unilever PLC","forced_labour (supply_chain_inference)","Amnesty International","https://www.amnesty.org/en/documents/asa21/5184/2016/en/","no","","200"
"brandFlags.v2","Unilever PLC","forced_labour (supply_chain_inference)","Associated Press","https://www.ap.org/explore/seafood-from-slaves/","no","","200"
"brandFlags.v2","Unilever PLC","forced_labour (supply_chain_inference)","BBC","https://www.bbc.com/news/world-asia-india-34173532","no","","200"
"brandFlags.v2","Associated British Foods (ABF)","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Associated British Foods (ABF)","child_labour (supply_chain_inference)","Oxfam International","https://www.oxfam.org/en/research/behind-brands","no","","200"
"brandFlags.v2","Associated British Foods (ABF)","child_labour (supply_chain_inference)","BBC","https://www.bbc.com/news/world-asia-india-34173532","no","","200"
"brandFlags.v2","Tetley (Tata Consumer Products)","unsafe_conditions (direct)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/tata-group/","no","","200"
"brandFlags.v2","Tetley (Tata Consumer Products)","unsafe_conditions (direct)","BBC","https://www.bbc.com/news/world-asia-india-34173532","no","","200"
"brandFlags.v2","Tetley (Tata Consumer Products)","unsafe_conditions (direct)","Office of the Compliance Advisor/Ombudsman (World Bank Group)","https://www.cao-ombudsman.org/cases/india-tata-tea-02assam","no","","200"
"brandFlags.v2","Folgers (The J.M. Smucker Company)","forced_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Folgers (The J.M. Smucker Company)","forced_labour (supply_chain_inference)","Danwatch","https://danwatch.dk/en/investigation/bitter-kaffe/","no","","200"
"brandFlags.v2","The Kraft Heinz Company","forced_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","The Kraft Heinz Company","forced_labour (supply_chain_inference)","Amnesty International","https://www.amnesty.org/en/documents/asa21/5184/2016/en/","no","","200"
"brandFlags.v2","Luigi Lavazza S.p.A.","forced_labour (direct)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Luigi Lavazza S.p.A.","forced_labour (direct)","Reporter Brasil","https://reporterbrasil.org.br/2022/05/multinational-coffee-companies-ignore-accusations-and-continue-buying-from-suppliers-linked-to-farms-with-slave-labour/","no","","200"
"brandFlags.v2","Luigi Lavazza S.p.A.","forced_labour (direct)","Danwatch","https://danwatch.dk/en/investigation/bitter-kaffe/","no","","200"
"brandFlags.v2","illycaffè S.p.A.","forced_labour (direct)","OECD National Contact Point (Italy)","https://www.oecdwatch.org/complaint/somo-vs-illycaffe-s-p-a/","no","","403"
"brandFlags.v2","illycaffè S.p.A.","forced_labour (direct)","Danwatch","https://danwatch.dk/en/investigation/bitter-kaffe/","no","","200"
"brandFlags.v2","ASR Group / Fanjul Corp.","forced_labour (direct)","U.S. Customs and Border Protection","https://www.cbp.gov/newsroom/national-media-release/cbp-issues-withhold-release-order-central-romana-corporation","no","","200"
"brandFlags.v2","ASR Group / Fanjul Corp.","forced_labour (direct)","NPR","https://www.npr.org/2022/11/29/1139765236/u-s-bans-dominican-sugar-company-over-forced-labor","no","","200"
"brandFlags.v2","ASR Group / Fanjul Corp.","forced_labour (direct)","Corporate Accountability Lab","https://corpaccountabilitylab.org/calblog/2023/11/23/one-year-since-central-romana-sugar-banned-from-us-market-for-forced-labor","no","","200"
"brandFlags.v2","Chicken of the Sea (Thai Union Group)","forced_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Chicken of the Sea (Thai Union Group)","forced_labour (supply_chain_inference)","Associated Press","https://www.ap.org/explore/seafood-from-slaves/","no","","200"
"brandFlags.v2","Chicken of the Sea (Thai Union Group)","forced_labour (supply_chain_inference)","Greenpeace","https://www.greenpeace.org/static/planet4-aotearoa-stateless/2018/05/turnthetide.pdf","no","","200"
"brandFlags.v2","Bumble Bee Foods, LLC","forced_labour (direct)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/latest-news/usa-forced-labour-case-filed-against-bumble-bee-foods-by-indonesian-fishers-alleging-egregious-abuse-on-board-vessels-in-co-supply-chain-incl-co-comment/","no","","200"
"brandFlags.v2","Bumble Bee Foods, LLC","forced_labour (direct)","Greenpeace","https://www.greenpeace.org/usa/gpea-report-fake-my-catch/","no","","200"
"brandFlags.v2","Bumble Bee Foods, LLC","forced_labour (direct)","Corporate Accountability Lab","https://corpaccountabilitylab.org/calblog/2022/4/1/major-tuna-company-sued-for-claiming-sustainability-while-likely-relying-on-forced-labor","no","","200"
"brandFlags.v2","Tyson Foods, Inc.","child_labour (direct)","U.S. Department of Labor","https://www.dol.gov/newsroom/releases/whd/whd20230217-1","no","","200"
"brandFlags.v2","Tyson Foods, Inc.","child_labour (direct)","The New York Times","https://www.nytimes.com/2023/09/23/us/politics/child-labor-tyson-perdue.html","no","","403"
"brandFlags.v2","Tyson Foods, Inc.","child_labour (direct)","Investigate Midwest","https://investigatemidwest.org/2022/11/15/5-things-to-know-about-the-new-dol-complaint-about-child-labor-in-meatpacking-plants/","no","","200"
"brandFlags.v2","JBS USA","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/newsroom/releases/whd/whd20230217-1","no","","200"
"brandFlags.v2","JBS USA","child_labour (supply_chain_inference)","Cohen Milstein (class co-lead counsel)","https://www.cohenmilstein.com/tyson-jbs-to-pay-127-million-to-resolve-workers-wage-fixing-lawsuit/","no","","200"
"brandFlags.v2","Pilgrim's Pride Corporation (JBS subsidiary)","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/newsroom/releases/whd/whd20230217-1","no","","200"
"brandFlags.v2","Just Bare (Pilgrim's Pride / JBS sub-brand)","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/newsroom/releases/whd/whd20230217-1","no","","200"
"brandFlags.v2","Chiquita Brands International","child_labour (direct)","Human Rights Watch","https://www.hrw.org/report/2002/04/25/tainted-harvest/child-labor-and-obstacles-organizing-ecuadors-banana-plantations","no","","200"
"brandFlags.v2","Chiquita Brands International","child_labour (direct)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/chiquita/","no","","200"
"brandFlags.v2","Chiquita Brands International","child_labour (direct)","U.S. District Court, Southern District of Florida","https://www.earthrights.org/case/doe-v-chiquita-brands-international","no","","200"
"brandFlags.v2","Dole Food Company","child_labour (supply_chain_inference)","Human Rights Watch","https://www.hrw.org/report/2002/04/25/tainted-harvest/child-labor-and-obstacles-organizing-ecuadors-banana-plantations","no","","200"
"brandFlags.v2","Dole Food Company","child_labour (supply_chain_inference)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/dole/","no","","200"
"brandFlags.v2","Del Monte Foods / Fresh Del Monte","child_labour (supply_chain_inference)","Human Rights Watch","https://www.hrw.org/report/2002/04/25/tainted-harvest/child-labor-and-obstacles-organizing-ecuadors-banana-plantations","no","","200"
"brandFlags.v2","Del Monte Foods / Fresh Del Monte","child_labour (supply_chain_inference)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/fresh-del-monte-produce/","no","","200"
"brandFlags.v2","Kellogg's / Kellanova","child_labour (supply_chain_inference)","Amnesty International","https://www.amnesty.org/en/documents/asa21/5184/2016/en/","no","","200"
"brandFlags.v2","Kellogg's / Kellanova","child_labour (supply_chain_inference)","Oxfam International","https://www.oxfam.org/en/research/behind-brands","no","","200"
"brandFlags.v2","General Mills, Inc.","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","General Mills, Inc.","child_labour (supply_chain_inference)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","General Mills, Inc.","child_labour (supply_chain_inference)","Oxfam International","https://www.oxfam.org/en/research/behind-brands","no","","200"
"brandFlags.v2","Danone S.A.","supply_chain_opacity (supply_chain_inference)","Oxfam International","https://www.oxfam.org/en/research/behind-brands","no","","200"
"brandFlags.v2","Danone S.A.","supply_chain_opacity (supply_chain_inference)","Amnesty International","https://www.amnesty.org/en/documents/asa21/5184/2016/en/","no","","200"
"brandFlags.v2","Cargill, Inc.","child_labour (direct)","U.S. District Court, District of Columbia (via CourtListener)","https://www.courtlistener.com/docket/59248551/coubaly-v-cargill-incorporated/","no","","200"
"brandFlags.v2","Cargill, Inc.","child_labour (direct)","U.S. Supreme Court","https://www.supremecourt.gov/opinions/20pdf/19-416_i4dj.pdf","no","","200"
"brandFlags.v2","Barry Callebaut AG","child_labour (direct)","U.S. District Court, District of Columbia (via CourtListener)","https://www.courtlistener.com/docket/59248551/coubaly-v-cargill-incorporated/","no","","200"
"brandFlags.v2","Barry Callebaut AG","child_labour (direct)","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"brandFlags.v2","Godiva Chocolatier","supply_chain_opacity (direct)","Green America","https://www.greenamerica.org/end-child-labor-cocoa/chocolate-scorecard","no","","200"
"brandFlags.v2","Godiva Chocolatier","supply_chain_opacity (direct)","Business & Human Rights Resource Centre","https://www.business-humanrights.org/en/companies/godiva/","no","","200"
"laborCheck","Nestlé","Child Labor in Cocoa Supply Chain","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"laborCheck","Nestlé","Forced Labor in Thai Fishing Industry","Associated Press Investigation","https://www.ap.org/explore/seafood-from-slaves/","no","","200"
"laborCheck","Nestlé","Coffee Supply Chain Labor Abuses","Danwatch — Bitter Coffee","https://old.danwatch.dk/en/undersogelse/bitter-kaffe/","no","","200"
"laborCheck","The Coca-Cola Company","Sugar Supply Chain Child Labor","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"laborCheck","The Coca-Cola Company","Labor Rights Violations in Colombia","Business & Human Rights Resource Centre — SINALTRAINAL litigation","https://www.business-humanrights.org/en/latest-news/colombian-union-suing-coca-cola-in-death-squad-case/","no","","200"
"laborCheck","PepsiCo","Palm Oil Supply Chain Labor Abuses","Amnesty International","https://www.amnesty.org/en/latest/news/2016/11/palm-oil-global-brands-profiting-from-child-and-forced-labour/","no","","200"
"laborCheck","PepsiCo","Sugarcane Supply Chain Child Labor","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"laborCheck","Mars, Inc.","Child Labor in Cocoa Supply Chain","Washington Post Investigation","https://www.washingtonpost.com/graphics/2019/business/hershey-nestle-mars-chocolate-child-labor-west-africa/","no","","200"
"laborCheck","Mars, Inc.","Forced Labor in Palm Oil","Amnesty International","https://www.amnesty.org/en/latest/news/2016/11/palm-oil-global-brands-profiting-from-child-and-forced-labour/","no","","200"
"laborCheck","Mondelēz International","Child Labor in Cocoa Supply Chain","International Rights Advocates","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"laborCheck","Ferrero Group","Hazelnut Supply Chain Child Labor","Fair Labor Association — Hazelnut Harvest programme","https://www.fairlabor.org/projects/piloting-strategies-to-reduce-child-labor-in-the-hazelnut-harvest/","no","","200"
"laborCheck","Ferrero Group","Palm Oil Supply Chain Abuses","Rainforest Action Network — Snack Food 20 scorecard","https://www.ran.org/sf20scorecard/","no","","200"
"laborCheck","Unilever","Tea Plantation Labor Abuses","BBC Africa Eye / Panorama — Sex for Work: The True Cost of Our Tea","https://www.bbc.com/news/uk-64662056","no","","200"
"laborCheck","Unilever","Palm Oil Supply Chain Forced Labor","Amnesty International","https://www.amnesty.org/en/latest/news/2016/11/palm-oil-global-brands-profiting-from-child-and-forced-labour/","no","","200"
"laborCheck","The Hershey Company","Child Labor in Cocoa Supply Chain","Washington Post Investigation","https://www.washingtonpost.com/graphics/2019/business/hershey-nestle-mars-chocolate-child-labor-west-africa/","no","","200"
"laborCheck","Danone","Supply Chain Labor Concerns","Oxfam Behind the Brands Report","https://www.oxfam.org/en/tags/behind-brands","no","","200"
"laborCheck","Kellogg Company","Palm Oil Supply Chain Labor Abuses","Amnesty International","https://www.amnesty.org/en/latest/news/2016/11/palm-oil-global-brands-profiting-from-child-and-forced-labour/","no","","200"
"laborCheck","Kellogg Company","Sugarcane Supply Chain","U.S. Department of Labor","https://www.dol.gov/agencies/ilab/reports/child-labor/list-of-goods","no","","200"
"commoditySupplyChains","Unilever","palm-oil — Corroborated","FMCG (food, soap, cosmetics)","https://chainreactionresearch.com/report/wilmars-refineries-and-brands-lag-in-implementation-of-esg-policies/","no","","520"
"commoditySupplyChains","Mondelēz","palm-oil — Corroborated","Snacks/confectionery","https://psmag.com/environment/brands-are-not-living-up-to-their-palm-oil-promises/","no","","200"
"commoditySupplyChains","Wilmar International","palm-oil — Corroborated","Trader, refiner, grower (largest)","https://chainreactionresearch.com/report/wilmars-refineries-and-brands-lag-in-implementation-of-esg-policies/","no","","520"
"commoditySupplyChains","FGV Holdings","palm-oil — Verified","Grower & processor (Felda)","https://www.cbp.gov/newsroom/national-media-release/cbp-issues-withhold-release-order-palm-oil-produced-forced-labor","no","","200"
"commoditySupplyChains","Sime Darby Plantation","palm-oil — Verified","Grower (largest by area), refiner","https://www.cbp.gov/newsroom/national-media-release/cbp-modifies-finding-sime-darby-plantation-berhad-malaysia","no","","200"
"commoditySupplyChains","Nestlé","coffee — Corroborated","Coffee & food","https://coffeewatch.org/stop-slavery-tainted-coffee-at-the-border/","no","","200"
"commoditySupplyChains","JDE Peet's","coffee — Corroborated","Largest pure-play coffee","https://coffeewatch.org/stop-slavery-tainted-coffee-at-the-border/","no","","200"
"commoditySupplyChains","Starbucks","coffee — Corroborated","Coffee retail/CPG","https://www.business-humanrights.org/en/latest-news/usa-starbucks-sued-over-alleged-forced-labour-in-brazilian-supply-chain/","no","","200"
"commoditySupplyChains","Lavazza / illycaffè","coffee — Corroborated","Coffee roasters","https://coffeewatch.org/stop-slavery-tainted-coffee-at-the-border/","no","","200"
"commoditySupplyChains","Bunge Global","soy — Corroborated","Trader & oilseed crusher","https://mightyearth.org/article/terrible-trio-bunge-cargill-jbs-ranked-worst-for-deforestation/","no","","200"
"commoditySupplyChains","Cargill","soy — Corroborated","Largest private trader & crusher","https://mightyearth.org/article/terrible-trio-bunge-cargill-jbs-ranked-worst-for-deforestation/","no","","200"
"commoditySupplyChains","Thai Union Group","seafood — Corroborated","World's largest canned-tuna processor","https://www.thaiunion.com/en/blog/sustainability/545/tackling-slavery-at-sea","no","","404"
"commoditySupplyChains","Bumble Bee Foods","seafood — Verified","Canned tuna","https://www.business-humanrights.org/en/latest-news/usa-indonesian-fishers-case-against-bumble-bee-foods-over-forced-labour-in-tuna-supply-chain-allowed-to-proceed/","no","","200"
